accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	isolate-lineage-source	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	age	gender	symptoms	published_clade
JX947819	JX947819.1	GenBank		CQ1509	Asia		2010-12-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1180	2437	3008	0.0772034012687272				
JX947820	JX947820.1	GenBank		SD398	Asia		2010-06-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1160	2437	3008	0.0772034012687272				
JX947821	JX947821.1	GenBank		SD1261	Asia		2009-04-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1160	2437	3008	0.0772034012687272				
JX947822	JX947822.1	GenBank		SD265	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1164	2437	3008	0.0772034012687272				
JX947823	JX947823.1	GenBank		SD267	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1168	2437	3008	0.0772034012687272				
JX947824	JX947824.1	GenBank		SD331	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1172	2437	3008	0.0772034012687272				
JX947825	JX947825.1	GenBank		SD335	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1172	2437	3008	0.0772034012687272				
JX947826	JX947826.1	GenBank		SD268	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1172	2437	3008	0.0772034012687272				
JX947827	JX947827.1	GenBank		SD495	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1164	2437	3008	0.0772034012687272				
JX947828	JX947828.1	GenBank		SD877	Asia		2010-06-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1164	2437	3008	0.0772034012687272				
JX947829	JX947829.1	GenBank		SD401	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1164	2437	3008	0.0772034012687272				
JX947830	JX947830.1	GenBank		SD350	Asia		2010-04-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1164	2437	3008	0.0772034012687272				
JX947831	JX947831.1	GenBank		SD421	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1156	2437	3008	0.0772034012687272				
JX947832	JX947832.1	GenBank		SD356	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1172	2437	3008	0.0772034012687272				
JX947833	JX947833.1	GenBank		SD407	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1172	2437	3008	0.0772034012687272				
JX947834	JX947834.1	GenBank		CQ191	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1172	2437	3008	0.0772034012687272				
JX947835	JX947835.1	GenBank		CQ699	Asia		2010-06-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1176	2437	3008	0.0772034012687272				
JX947836	JX947836.1	GenBank		CQ718	Asia		2010-06-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1172	2437	3008	0.0772034012687272				
JX947837	JX947837.1	GenBank		CQ730	Asia		2010-06-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1164	2437	3008	0.0772034012687272				
JX947838	JX947838.1	GenBank		SD437	Asia		2010-05-XX	2013-01-09	2013-01-09	572	"Homo sapiens"	feces		Lu,Q.B.,Zhang,X.A.,Wo,Y.,Xu,H.M.,Li,X.J.,Wang,X.J.,Ding,S.J.,Chen,X.D.,He,C.,Liu,L.J.,Li,H.,Yang,H.,Li,T.Y.,Liu,W.,Cao,W.C.,Lu,Q.-B.,Cao,W.-C.	"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology, Epidemiology"	China	China		"Lu et al."		0	good	1152	2437	3008	0.0772034012687272				
KC431253	KC431253.1	GenBank		5005536/2011	Europe		2011-XX-XX	2013-04-07	2013-04-07	789	"Homo sapiens"			Montes,M.,Artieda,J.,Pineiro,L.D.,Gastesi,M.,Diez-Nieves,I.,Cilla,G.	"Hospital Donostia, Microbiology"	Spain	Spain		"Montes et al."											
KC787150	KC787150.1	GenBank		09C2CMR	Africa		2009-XX-XX	2013-05-22	2021-10-15	556	"Homo sapiens"	feces		Ayukekbong,J.,Kabayiza,J.C.,Lindh,M.,Nkuo-Akenji,T.,Tah,F.,Bergstrom,T.,Norder,H.,Ayukekbong,J.A.,Kabayiza,J.-C.	"University of Gothenburg, Virology"	Sweden	Cameroon		"Ayukekbong et al."											
KC834855	KC834855.1	GenBank		KC834855	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1348	2302	2949	0.0874611958428938				
KC834856	KC834856.1	GenBank		KC834856	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1328	2302	2949	0.0874611958428938				
KC834857	KC834857.1	GenBank		KC834857	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834858	KC834858.1	GenBank		KC834858	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834859	KC834859.1	GenBank		KC834859	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834860	KC834860.1	GenBank		KC834860	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834861	KC834861.1	GenBank		KC834861	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1336	2302	2949	0.0874611958428938				
KC834862	KC834862.1	GenBank		KC834862	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1348	2302	2949	0.0874611958428938				
KC834863	KC834863.1	GenBank		KC834863	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1344	2302	2949	0.0874611958428938				
KC834864	KC834864.1	GenBank		KC834864	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834865	KC834865.1	GenBank		KC834865	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1336	2302	2949	0.0874611958428938				
KC834866	KC834866.1	GenBank		KC834866	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1328	2302	2949	0.0874611958428938				
KC834867	KC834867.1	GenBank		KC834867	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1344	2302	2949	0.0874611958428938				
KC834868	KC834868.1	GenBank		KC834868	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834869	KC834869.1	GenBank		KC834869	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1328	2302	2949	0.0874611958428938				
KC834870	KC834870.1	GenBank		KC834870	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834871	KC834871.1	GenBank		KC834871	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834872	KC834872.1	GenBank		KC834872	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1332	2302	2949	0.0874611958428938				
KC834873	KC834873.1	GenBank		KC834873	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1328	2302	2949	0.0874611958428938				
KC834874	KC834874.1	GenBank		KC834874	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1332	2302	2949	0.0874611958428938				
KC834875	KC834875.1	GenBank		KC834875	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1340	2302	2949	0.0874611958428938				
KC834876	KC834876.1	GenBank		KC834876	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1328	2302	2949	0.0874611958428938				
KC834877	KC834877.1	GenBank		KC834877	Asia		2011-10-10	2013-04-23	2013-04-23	648	"Homo sapiens"			Xu,J.,Xu,M.,Su,L.,Cao,L.	"Children's Hospital of Fudan University, Pediatric Institute"		China		"Xu et al."		0	good	1332	2302	2949	0.0874611958428938				
KC867018	KC867018.1	GenBank		JB14080134	Asia		2008-05-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1842	2437	3330	0.120664057227696				
KC867019	KC867019.1	GenBank		JB14080254	Asia		2008-05-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1846	2437	3330	0.120664057227696				
KC867020	KC867020.1	GenBank		JB143090068	Asia		2009-04-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1846	2437	3330	0.120664057227696				
KC867021	KC867021.1	GenBank		JB141090091	Asia		2009-08-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1862	2437	3330	0.120664057227696				
KC867022	KC867022.1	GenBank		JB143090081	Asia		2009-04-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1846	2437	3330	0.120664057227696				
KC867023	KC867023.1	GenBank		JB143090058	Asia		2009-04-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1850	2437	3330	0.120664057227696				
KC867024	KC867024.1	GenBank		JB143090180	Asia		2009-07-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1846	2437	3330	0.120664057227696				
KC867025	KC867025.1	GenBank		JB143090161	Asia		2009-06-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1846	2437	3330	0.120664057227696				
KC867026	KC867026.1	GenBank		JB143090155	Asia		2009-08-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		4	good	1816	2437	3330	0.120664057227696				B
KC867027	KC867027.1	GenBank		JB143090129	Asia		2009-06-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1838	2437	3330	0.120664057227696				
KC867028	KC867028.1	GenBank		JB143090148	Asia		2009-05-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		4	good	1831	2437	3330	0.120664057227696				B
KC867029	KC867029.1	GenBank		JB143090089	Asia		2009-05-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1846	2437	3330	0.120664057227696				
KC867030	KC867030.1	GenBank		JB143090177	Asia		2009-07-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1846	2437	3330	0.120664057227696				
KC867031	KC867031.1	GenBank		JB143090076	Asia		2009-04-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1854	2437	3330	0.120664057227696				
KC867032	KC867032.1	GenBank		JB143090019	Asia		2009-04-XX	2013-07-29	2014-04-25	894	"Homo sapiens"	feces		He,Y.Q.,Chen,L.,Xu,W.B.,Yang,H.,Wang,H.Z.,Zong,W.P.,Xian,H.X.,Chen,H.L.,Yao,X.J.,Hu,Z.L.,Luo,M.,Zhang,H.L.,Ma,H.W.,Cheng,J.Q.,Feng,Q.J.,Zhao,D.J.,He,Y.-Q.	"Shenzhen University, School of Life Sciences"	China	China		"He et al."		0	good	1854	2437	3330	0.120664057227696				
